,VenueNames,VenueIds,VenueCategories,VenueLatitudes,VenueLongitudes,NeighborhoodNames,NeighborhoodLatitudes,NeighborhoodLongitudes
198,Bellagio,4d7ca74b136bf04db8ef628d,Asian Restaurant,28.696361101018056,77.18002105017133,Keshav Puram,28.68802,77.15866
199,Netaji Subhash Place,4cb9e9a086dd9521cc6fabe6,Shopping Mall,28.6937510785477,77.14987854734451,Keshav Puram,28.68802,77.15866
200,Rahul Egg Corner,4eb301f0775b875dfbd0393f,Snack Place,28.688240410906264,77.16859947234954,Keshav Puram,28.68802,77.15866
201,McDonald's,4d18959ecc216ea8701177d3,Fast Food Restaurant,28.692449639202426,77.15280511461941,Keshav Puram,28.68802,77.15866
202,Cafe Coffee Day,4d3d54f3d625224b87aa98fa,Coffee Shop,28.693701444448713,77.15124618208971,Keshav Puram,28.68802,77.15866
203,Domino's Pizza,4d45812a7e2e548123216b8f,Pizza Place,28.693,77.151,Keshav Puram,28.68802,77.15866
204,Starbucks Coffee | स्टारबक्स,52878ef4498ed35d3b755c03,Coffee Shop,28.69321742276918,77.1519820248159,Keshav Puram,28.68802,77.15866
205,Subway.,4f6de99ae4b08a0bba95619e,Sandwich Place,28.695571296469403,77.17196364683056,Keshav Puram,28.68802,77.15866
206,Haldiram,4d208bc4756e8cfa9a3f6d54,Indian Restaurant,28.69293615099474,77.15287813742106,Keshav Puram,28.68802,77.15866
207,Subway,5141c822e4b03ec23008f0ab,Sandwich Place,28.69632063168931,77.17998336484409,Keshav Puram,28.68802,77.15866
208,Chunmun Store,4d206f385c4ca1cdfa3ba13d,Department Store,28.68997711346211,77.1346271047693,Keshav Puram,28.68802,77.15866
209,KFC,4db6916b4df05e5aab08a90e,Fast Food Restaurant,28.69584627396711,77.15184457934843,Keshav Puram,28.68802,77.15866
210,McDonald's,4dc7997d81303adecbb7699d,Fast Food Restaurant,28.67333845055607,77.16998671442789,Keshav Puram,28.68802,77.15866
211,Cafe Coffee Day,4c2444cb136d20a12ca6e161,Café,28.662752421383587,77.15463067200761,Keshav Puram,28.68802,77.15866
212,Domino's Pizza,4fbcce71e4b0d4cb24095f6d,Pizza Place,28.693,77.177,Keshav Puram,28.68802,77.15866
213,Subway,4d6e30eb792bb60c0ed05ebe,Sandwich Place,28.695696697530853,77.15198438480523,Keshav Puram,28.68802,77.15866
214,Hotel City Park,4bc7907b93bdeee17f8437ae,Hotel,28.70538164968315,77.1433675289154,Keshav Puram,28.68802,77.15866
215,Pizza hut,4db29b61a86e58921bf93498,Pizza Place,28.67381480668154,77.17839182838226,Keshav Puram,28.68802,77.15866
216,Cafe Coffee Day,4f577c6de4b0377eeeeda637,Coffee Shop,28.707933601581548,77.16147766720368,Keshav Puram,28.68802,77.15866
217,Domino's Pizza,4da6eb534df0260c3e9c09ea,Pizza Place,28.673,77.134,Keshav Puram,28.68802,77.15866
218,Sagar Ratna | सागर रतना,4cb32c8caef16dcb458cc654,South Indian Restaurant,28.693381067058812,77.17797666086976,Keshav Puram,28.68802,77.15866
219,Dilli Haat | दिल्ली हाट,4e8df1c877c8aa8707345592,Arts & Crafts Store,28.695550260699935,77.14962576944839,Keshav Puram,28.68802,77.15866
220,Pizza Hut,4da1c3022939b1f79977fb56,Pizza Place,28.69425122980075,77.14955670975652,Keshav Puram,28.68802,77.15866
221,Fun Cinemas,4d0e01163905b1f70b859d4b,Multiplex,28.69185181838334,77.14876632059213,Keshav Puram,28.68802,77.15866
222,Invitation Restaurant,4ef1f61f6c253bf12340bd3d,Indian Restaurant,28.696181557447208,77.17928699622868,Keshav Puram,28.68802,77.15866
223,DLF City Center Mall,4eac0ea6e5e8a5ae7439c89d,Shopping Mall,28.703162839723692,77.15806264413126,Keshav Puram,28.68802,77.15866
224,Gulab Sweets,4e7c7b87b8031e6cdee8ef4e,Snack Place,28.699974162781096,77.13701091015463,Keshav Puram,28.68802,77.15866
225,Raani Bagh Market,4d204b3386e154810dcdb83a,Department Store,28.68676937880406,77.12982316986646,Keshav Puram,28.68802,77.15866
226,Cafe Coffee Day,50fd7436e4b0fb41b1168e0e,Coffee Shop,28.69610288506766,77.17994405382133,Keshav Puram,28.68802,77.15866
227,CCD,4e7892c9aeb726a0e66c93b5,Café,28.68971884044455,77.13463227335599,Keshav Puram,28.68802,77.15866
228,pitam pura,4e3a8a03d164c429b72b7879,Light Rail Station,28.707983724281323,77.1468114726703,Keshav Puram,28.68802,77.15866
229,McDonald's,4f102fc5e4b072565b441b60,Restaurant,28.71331172786057,77.15792783860965,Keshav Puram,28.68802,77.15866
230,24SEVEN,50f968f4e4b0cc3557716871,Convenience Store,28.71353407871715,77.15734929638812,Keshav Puram,28.68802,77.15866
231,Satguru Ram Singh Marg Metro Station,4ee96e7693ad7b2e9dadd5cf,Train Station,28.66193857935628,77.15747058391571,Keshav Puram,28.68802,77.15866
232,Punjabi bagh club,4c7197119e706dcba7b94862,Gym / Fitness Center,28.66894851173335,77.13740753234669,Keshav Puram,28.68802,77.15866
233,Big Yellow Door,513a1684e4b0581da224735e,Café,28.693244735370346,77.20494771461874,Kingsway Camp,28.71169,77.20198
234,Woodbox Cafe,521de13f11d233636ec81a8d,Café,28.69433449394833,77.20481057363072,Kingsway Camp,28.71169,77.20198
235,Rico's,51fd2459498e1d0d6b443250,Fast Food Restaurant,28.694766392301215,77.20414858461864,Kingsway Camp,28.71169,77.20198
236,QD's New,506c5184e4b0101524143713,Chinese Restaurant,28.695156012831536,77.20408093484266,Kingsway Camp,28.71169,77.20198
237,Pentamed Canteen,4b9291cdf964a5204a0534e3,Snack Place,28.699219972029947,77.19174820097714,Kingsway Camp,28.71169,77.20198
238,Mr. Crust Bakers,525bc14011d240f3ac12368b,Bakery,28.690893362293718,77.2015350760009,Kingsway Camp,28.71169,77.20198
239,Arjun Pao Bhaji,4bfd427dbf6576b036f7acb8,Indian Restaurant,28.708468173834454,77.18496322631836,Kingsway Camp,28.71169,77.20198
240,Tee Dee,4e3bc73e18a83d5b282c5b4e,Tibetan Restaurant,28.702127529876222,77.22829237273004,Kingsway Camp,28.71169,77.20198
241,Ama café,52fb4ca511d23b540d07ccae,Café,28.70256769415691,77.22826561884645,Kingsway Camp,28.71169,77.20198
242,Domino's Pizza,4efc86c302d5a2b50ee7a9ed,Pizza Place,28.698,77.21,Kingsway Camp,28.71169,77.20198
243,Bellagio,4d7ca74b136bf04db8ef628d,Asian Restaurant,28.696361101018056,77.18002105017133,Kingsway Camp,28.71169,77.20198
244,Dunkin Donuts,50e5aa40e4b04630d3d52240,Donut Shop,28.705036830843877,77.19006901993055,Kingsway Camp,28.71169,77.20198
245,Pizza Hut,4e0f476a1f6e9964ea2b45c6,Pizza Place,28.699932838104072,77.19741371246307,Kingsway Camp,28.71169,77.20198
246,cafe coffee day,4c6a8f25cff2952133e4265e,Coffee Shop,28.70850581381088,77.19122886657715,Kingsway Camp,28.71169,77.20198
247,Hot-Pot,4be5440abcef2d7fb89a03e5,Food Truck,28.702269485589042,77.19757654834768,Kingsway Camp,28.71169,77.20198
248,Subway,5141c822e4b03ec23008f0ab,Sandwich Place,28.69632063168931,77.17998336484409,Kingsway Camp,28.71169,77.20198
249,24 *7 kamla nagar,4fd6495ae4b078418acc28d8,Department Store,28.69445528714123,77.19534736180339,Kingsway Camp,28.71169,77.20198
250,cafe coffee day,4c6d2faf1585ef3b5264099e,Coffee Shop,28.70048819308643,77.2080945968628,Kingsway Camp,28.71169,77.20198
251,Café Coffee Day,4c84a0abee6fef3b4f04375c,Coffee Shop,28.69480155305774,77.20410744643709,Kingsway Camp,28.71169,77.20198
252,McDonald's,4c9117b8ae45224b14f1e497,Fast Food Restaurant,28.70563888314002,77.19014763530008,Kingsway Camp,28.71169,77.20198
253,Domino's Pizza,4bfa31284a67c928d9f227cf,Pizza Place,28.704,77.19,Kingsway Camp,28.71169,77.20198
254,Invitation Restaurant,4ef1f61f6c253bf12340bd3d,Indian Restaurant,28.696181557447208,77.17928699622868,Kingsway Camp,28.71169,77.20198
255,Grand Plaza,4dc29ed9d22dd7df9aac7768,Restaurant,28.704231883359686,77.18931952920994,Kingsway Camp,28.71169,77.20198
256,The Burger Club,57e3ad1b498e4722038984a7,Burger Joint,28.698616,77.20555,Kingsway Camp,28.71169,77.20198
257,Shagun Restaurant,50bafe76e4b071a4bb2e1af7,Chinese Restaurant,28.69346069082547,77.20478040848754,Kingsway Camp,28.71169,77.20198
258,Patel Chest Chai Wala,4dbd706093a08f9274d4ff33,Tea Room,28.69201349889419,77.20814917163693,Kingsway Camp,28.71169,77.20198
259,Cafe Coffee Day,50fd7436e4b0fb41b1168e0e,Coffee Shop,28.69610288506766,77.17994405382133,Kingsway Camp,28.71169,77.20198
260,Asian Kitchen,51d6b3b2498e9639655f2d36,Asian Restaurant,28.703136936912287,77.22844955254521,Kingsway Camp,28.71169,77.20198
261,Rigo Coffee House,538893bf498e63a9b042d5a3,Coffee Shop,28.702815,77.228376,Kingsway Camp,28.71169,77.20198
262,Riggo Restaurant,51fe10bf498ee797851d5fa8,Asian Restaurant,28.70188253704071,77.22824746417297,Kingsway Camp,28.71169,77.20198
263,Ama Delux Restaurant,50d2d261e4b0076d73c0d6e5,Asian Restaurant,28.702375675459155,77.22878075218492,Kingsway Camp,28.71169,77.20198
264,tara house guesthouse,4de9c68345dd3993a87ae24c,Hotel,28.702378653797528,77.22887056887619,Kingsway Camp,28.71169,77.20198
265,Balsawa Golf Course,4e6ad3e518a83989eca50c7e,Golf Course,28.73330380350909,77.18358307619556,Kingsway Camp,28.71169,77.20198
266,Pind Balluchi | पिंड बलूची,4c12559877cea593fdcecc60,Indian Restaurant,28.693736141214828,77.15118241014085,Kohat Enclave,28.696590000000004,77.13893
267,"Cafe 24, City Park",4db30f370cb6729b6a778df6,Coffee Shop,28.705728831986658,77.14352269506296,Kohat Enclave,28.696590000000004,77.13893
268,BTW,4dd8dbd31838b8561d0b0bba,Snack Place,28.69388244100248,77.14998090659716,Kohat Enclave,28.696590000000004,77.13893
269,Barbeque Nation,508802c0e4b02c9e3da76702,Diner,28.692375080400684,77.15155307645381,Kohat Enclave,28.696590000000004,77.13893
270,Shalimar bagh club,50476c99e4b0fb33813c9e2b,Indian Restaurant,28.711882012456098,77.15793345551063,Kohat Enclave,28.696590000000004,77.13893
271,Hari Om Chole Bhature,4b80b080f964a520608630e3,Indian Restaurant,28.70967336239139,77.13465474534773,Kohat Enclave,28.696590000000004,77.13893
272,Ever Bake,4be2cf842fc7d13a216f083a,Bakery,28.706418633518236,77.16260739997145,Kohat Enclave,28.696590000000004,77.13893
273,"DT Cinemas, City Centre",4b8a46d7f964a520b66632e3,Multiplex,28.703045378352055,77.15818948026143,Kohat Enclave,28.696590000000004,77.13893
274,Chunmun Store,4d206f385c4ca1cdfa3ba13d,Department Store,28.68997711346211,77.1346271047693,Kohat Enclave,28.696590000000004,77.13893
275,Kake Di Hatti | काके दी हट्टी,52c7d0f6498e1e47b8fbecb0,Indian Restaurant,28.692933118144015,77.15277141175852,Kohat Enclave,28.696590000000004,77.13893
276,Pizza Hut,4d4034b6adb6236a7e1d8640,Pizza Place,28.700856346968532,77.11766471358183,Kohat Enclave,28.696590000000004,77.13893
277,Netaji Subhash Place,4cb9e9a086dd9521cc6fabe6,Shopping Mall,28.6937510785477,77.14987854734451,Kohat Enclave,28.696590000000004,77.13893
278,Cafe Coffee Day,4d3d54f3d625224b87aa98fa,Coffee Shop,28.693701444448713,77.15124618208971,Kohat Enclave,28.696590000000004,77.13893
279,Domino's Pizza,4d45812a7e2e548123216b8f,Pizza Place,28.693,77.151,Kohat Enclave,28.696590000000004,77.13893
280,Hotel City Park,4bc7907b93bdeee17f8437ae,Hotel,28.70538164968315,77.1433675289154,Kohat Enclave,28.696590000000004,77.13893
281,Subway,4fbf6676e4b0d1cc9d4059ac,Sandwich Place,28.670817495742675,77.1340704721884,Kohat Enclave,28.696590000000004,77.13893
282,McDonald's,4d18959ecc216ea8701177d3,Fast Food Restaurant,28.692449639202426,77.15280511461941,Kohat Enclave,28.696590000000004,77.13893
283,Starbucks Coffee | स्टारबक्स,52878ef4498ed35d3b755c03,Coffee Shop,28.69321742276918,77.1519820248159,Kohat Enclave,28.696590000000004,77.13893
284,Pizza Hut,4e535902e4cd13d1047cdd5d,Pizza Place,28.712842161379122,77.13864907469443,Kohat Enclave,28.696590000000004,77.13893
285,CCD prashant vihar,4bed60ae9868a5932e445d46,Café,28.712517227908762,77.12924449132903,Kohat Enclave,28.696590000000004,77.13893
286,McDonald's,4f28d802e4b0a2a2c365eeb0,Fast Food Restaurant,28.701568463561024,77.12008077140595,Kohat Enclave,28.696590000000004,77.13893
287,Gold's Gym,4e92a9694fc6674666fef608,Gym / Fitness Center,28.698110882364677,77.11489563675637,Kohat Enclave,28.696590000000004,77.13893
288,Domino's Pizza,5098cc4ae4b0171c15415f6e,Pizza Place,28.701,77.124,Kohat Enclave,28.696590000000004,77.13893
289,Subway,4e92b7689a521f515fb8a015,Sandwich Place,28.70289342394447,77.11759166921354,Kohat Enclave,28.696590000000004,77.13893
290,Haldiram,4d208bc4756e8cfa9a3f6d54,Indian Restaurant,28.69293615099474,77.15287813742106,Kohat Enclave,28.696590000000004,77.13893
291,KFC,4db6916b4df05e5aab08a90e,Fast Food Restaurant,28.69584627396711,77.15184457934843,Kohat Enclave,28.696590000000004,77.13893
292,PVR Prashant Vihar,4d29ff0d8292236acfcb27bb,Multiplex,28.71238723645682,77.13594325728324,Kohat Enclave,28.696590000000004,77.13893
293,Gulab Sweets,4e7c7b87b8031e6cdee8ef4e,Snack Place,28.699974162781096,77.13701091015463,Kohat Enclave,28.696590000000004,77.13893
294,Domino's Pizza,4da6eb534df0260c3e9c09ea,Pizza Place,28.673,77.134,Kohat Enclave,28.696590000000004,77.13893
295,M2K Cinema,4bf6720dbb5176b004fa5ab2,Multiplex,28.70287085795781,77.11768156996818,Kohat Enclave,28.696590000000004,77.13893
296,Domino's Pizza,4dd5325622716ea3ce6ec2f1,Pizza Place,28.715,77.135,Kohat Enclave,28.696590000000004,77.13893
297,Subway,4d6e30eb792bb60c0ed05ebe,Sandwich Place,28.695696697530853,77.15198438480523,Kohat Enclave,28.696590000000004,77.13893
298,Starbucks Punjabi Bagh,52072c5e11d2b194a64cb58b,Coffee Shop,28.69026370549599,77.10980937928407,Kohat Enclave,28.696590000000004,77.13893
299,Dilli Haat | दिल्ली हाट,4e8df1c877c8aa8707345592,Arts & Crafts Store,28.695550260699935,77.14962576944839,Kohat Enclave,28.696590000000004,77.13893
300,Pizza Hut,4da1c3022939b1f79977fb56,Pizza Place,28.69425122980075,77.14955670975652,Kohat Enclave,28.696590000000004,77.13893
301,Cafe Coffee Day,4f577c6de4b0377eeeeda637,Coffee Shop,28.707933601581548,77.16147766720368,Kohat Enclave,28.696590000000004,77.13893
302,McDonald's,4d669e0a56746dcb62d048ff,Fast Food Restaurant,28.670275679120355,77.13313038564051,Kohat Enclave,28.696590000000004,77.13893
303,Fun Cinemas,4d0e01163905b1f70b859d4b,Multiplex,28.69185181838334,77.14876632059213,Kohat Enclave,28.696590000000004,77.13893
304,Raani Bagh Market,4d204b3386e154810dcdb83a,Department Store,28.68676937880406,77.12982316986646,Kohat Enclave,28.696590000000004,77.13893
305,CCD,4e7892c9aeb726a0e66c93b5,Café,28.68971884044455,77.13463227335599,Kohat Enclave,28.696590000000004,77.13893
306,Burger King,5537b2de498ee4b97e72f60e,Fast Food Restaurant,28.693529779236044,77.15144575833553,Kohat Enclave,28.696590000000004,77.13893
307,pitam pura,4e3a8a03d164c429b72b7879,Light Rail Station,28.707983724281323,77.1468114726703,Kohat Enclave,28.696590000000004,77.13893
308,KFC,4eccf0b199117287c9988a86,Fast Food Restaurant,28.670582562075477,77.13273337478073,Kohat Enclave,28.696590000000004,77.13893
309,DLF City Center Mall,4eac0ea6e5e8a5ae7439c89d,Shopping Mall,28.703162839723692,77.15806264413126,Kohat Enclave,28.696590000000004,77.13893
310,Rohini East Metro Station,4ef899fef790731252e36e33,Light Rail Station,28.70760245063888,77.1259331703186,Kohat Enclave,28.696590000000004,77.13893
311,Lotusleaf,4e3f93f4b61cb577be933aff,Indian Restaurant,28.71229380108375,77.1360086750473,Kohat Enclave,28.696590000000004,77.13893
312,Deepali chowk,4fb4f9b0e4b02faa1c648a4c,Bus Station,28.697786242731087,77.11879970496064,Kohat Enclave,28.696590000000004,77.13893
313,Bittoo tiki wala.,4e53c1e718a8c0ad8f729ae4,Fast Food Restaurant,28.700349633015446,77.11746243676043,Kohat Enclave,28.696590000000004,77.13893
314,J W Mirage,4fa64cd0e4b09571dfc8bc0f,Restaurant,28.701327487213252,77.1167544651934,Kohat Enclave,28.696590000000004,77.13893
315,Keshavpuram Metro Station,4d159c5c302da1cda301b193,Train Station,28.684354917616023,77.1640725698628,Kohat Enclave,28.696590000000004,77.13893
316,Big Yellow Door,513a1684e4b0581da224735e,Café,28.693244735370346,77.20494771461874,Model Town,28.70501,77.18951
317,Woodbox Cafe,521de13f11d233636ec81a8d,Café,28.69433449394833,77.20481057363072,Model Town,28.70501,77.18951
318,Rico's,51fd2459498e1d0d6b443250,Fast Food Restaurant,28.694766392301215,77.20414858461864,Model Town,28.70501,77.18951
319,Pentamed Canteen,4b9291cdf964a5204a0534e3,Snack Place,28.699219972029947,77.19174820097714,Model Town,28.70501,77.18951
320,QD's New,506c5184e4b0101524143713,Chinese Restaurant,28.695156012831536,77.20408093484266,Model Town,28.70501,77.18951
321,Arjun Pao Bhaji,4bfd427dbf6576b036f7acb8,Indian Restaurant,28.708468173834454,77.18496322631836,Model Town,28.70501,77.18951
322,Bellagio,4d7ca74b136bf04db8ef628d,Asian Restaurant,28.696361101018056,77.18002105017133,Model Town,28.70501,77.18951
323,Mr. Crust Bakers,525bc14011d240f3ac12368b,Bakery,28.690893362293718,77.2015350760009,Model Town,28.70501,77.18951
324,Ever Bake,4be2cf842fc7d13a216f083a,Bakery,28.706418633518236,77.16260739997145,Model Town,28.70501,77.18951
325,Bille Di Hatti | बिल्ले दी हट्टी,4cd75bdc7da9a35d45a8f4b9,Breakfast Spot,28.681587650228284,77.20171940298643,Model Town,28.70501,77.18951
326,Shakti Nagar,4c080889009a0f472676e5bf,Playground,28.68210305063585,77.19670621602154,Model Town,28.70501,77.18951
327,Kamla Nagar Market,4bbf1e8bf353d13a0a0d7e10,Miscellaneous Shop,28.684488757456002,77.2029447555542,Model Town,28.70501,77.18951
328,Dunkin Donuts,50e5aa40e4b04630d3d52240,Donut Shop,28.705036830843877,77.19006901993055,Model Town,28.70501,77.18951
329,Subway,5141c822e4b03ec23008f0ab,Sandwich Place,28.69632063168931,77.17998336484409,Model Town,28.70501,77.18951
330,Gopal Sweets,50950420e4b079e22fb310bf,Breakfast Spot,28.682659955224068,77.19966531984826,Model Town,28.70501,77.18951
331,cafe coffee day,4c6a8f25cff2952133e4265e,Coffee Shop,28.70850581381088,77.19122886657715,Model Town,28.70501,77.18951
332,Domino's Pizza,4efc86c302d5a2b50ee7a9ed,Pizza Place,28.698,77.21,Model Town,28.70501,77.18951
333,Pizza Hut,4e0f476a1f6e9964ea2b45c6,Pizza Place,28.699932838104072,77.19741371246307,Model Town,28.70501,77.18951
334,24 *7 kamla nagar,4fd6495ae4b078418acc28d8,Department Store,28.69445528714123,77.19534736180339,Model Town,28.70501,77.18951
335,Subway.,4f6de99ae4b08a0bba95619e,Sandwich Place,28.695571296469403,77.17196364683056,Model Town,28.70501,77.18951
336,Chache Di Hatti | चाचे दी हट्टी,4e0ec91c7d8bb178a8aca85b,Indian Restaurant,28.68222280150934,77.20586403776046,Model Town,28.70501,77.18951
337,Hot-Pot,4be5440abcef2d7fb89a03e5,Food Truck,28.702269485589042,77.19757654834768,Model Town,28.70501,77.18951
338,Chicago Pizza,516114bc16482a49f32b9167,Pizza Place,28.681589774555057,77.20320224761963,Model Town,28.70501,77.18951
339,Domino's Pizza,4bfa31284a67c928d9f227cf,Pizza Place,28.704,77.19,Model Town,28.70501,77.18951
340,McDonald's,4c9117b8ae45224b14f1e497,Fast Food Restaurant,28.70563888314002,77.19014763530008,Model Town,28.70501,77.18951
341,Café Coffee Day,4c84a0abee6fef3b4f04375c,Coffee Shop,28.69480155305774,77.20410744643709,Model Town,28.70501,77.18951
342,Domino's Pizza,4fbcce71e4b0d4cb24095f6d,Pizza Place,28.693,77.177,Model Town,28.70501,77.18951
343,Rahul Egg Corner,4eb301f0775b875dfbd0393f,Snack Place,28.688240410906264,77.16859947234954,Model Town,28.70501,77.18951
344,cafe coffee day,4c6d2faf1585ef3b5264099e,Coffee Shop,28.70048819308643,77.2080945968628,Model Town,28.70501,77.18951
345,Invitation Restaurant,4ef1f61f6c253bf12340bd3d,Indian Restaurant,28.696181557447208,77.17928699622868,Model Town,28.70501,77.18951
346,Sagar Ratna | सागर रतना,4cb32c8caef16dcb458cc654,South Indian Restaurant,28.693381067058812,77.17797666086976,Model Town,28.70501,77.18951
347,Grand Plaza,4dc29ed9d22dd7df9aac7768,Restaurant,28.704231883359686,77.18931952920994,Model Town,28.70501,77.18951
348,Cafe Coffee Day,4f577c6de4b0377eeeeda637,Coffee Shop,28.707933601581548,77.16147766720368,Model Town,28.70501,77.18951
349,cafe coffee day,4c6a164d96f176b0b97faf36,Coffee Shop,28.68219216721737,77.20502614974976,Model Town,28.70501,77.18951
350,Cafe Coffee Day,50fd7436e4b0fb41b1168e0e,Coffee Shop,28.69610288506766,77.17994405382133,Model Town,28.70501,77.18951
351,The Burger Club,57e3ad1b498e4722038984a7,Burger Joint,28.698616,77.20555,Model Town,28.70501,77.18951
352,Shagun Restaurant,50bafe76e4b071a4bb2e1af7,Chinese Restaurant,28.69346069082547,77.20478040848754,Model Town,28.70501,77.18951
353,Adarsh Nagar Metro Station,4e6cca9f18381712da03f745,Light Rail Station,28.716598094266047,77.17043638229369,Model Town,28.70501,77.18951
354,Patel Chest Chai Wala,4dbd706093a08f9274d4ff33,Tea Room,28.69201349889419,77.20814917163693,Model Town,28.70501,77.18951
355,The Body Shop DT City Centre Mall,4eb8fc2cf9f40c39c5f29567,Cosmetics Shop,28.713398895427535,77.1624755859375,Model Town,28.70501,77.18951
356,Birdy's Bakery & Patisserie,4cd514c4aeb1224b546b20ff,Bakery,28.710996,77.217677,Model Town,28.70501,77.18951
357,LG Brand Shop,59968356da5e5606a9fc7051,Electronics Store,28.844752,77.089179,Narela,28.8398,77.07696
