,VenueNames,VenueIds,VenueCategories,VenueLatitudes,VenueLongitudes,NeighborhoodNames,NeighborhoodLatitudes,NeighborhoodLongitudes
782,cafe coffee day,4c6a8f25cff2952133e4265e,Coffee Shop,28.70850581381088,77.19122886657715,Kamla Nagar,28.683770000000006,77.20163000000002
783,KFC,4be8145e88ed2d7f7c65cb1d,Fast Food Restaurant,28.68060523901767,77.208187452478,Kamla Nagar,28.683770000000006,77.20163000000002
784,Sagar Ratna | सागर रतना,4cb32c8caef16dcb458cc654,South Indian Restaurant,28.693381067058812,77.17797666086976,Kamla Nagar,28.683770000000006,77.20163000000002
785,Invitation Restaurant,4ef1f61f6c253bf12340bd3d,Indian Restaurant,28.696181557447208,77.17928699622868,Kamla Nagar,28.683770000000006,77.20163000000002
786,Nukkad Wala,587f47ed0bc55b4fc37f61be,Snack Place,28.679703,77.20828,Kamla Nagar,28.683770000000006,77.20163000000002
787,Ghanta Ghar Market,4ef59f569adf7bbf871f58e2,Flea Market,28.676372069622218,77.20309037619793,Kamla Nagar,28.683770000000006,77.20163000000002
788,Roshanara Garden | रोशनारा बाग,4bede864a40fc9283fba820c,Park,28.67425432760321,77.19936211336687,Kamla Nagar,28.683770000000006,77.20163000000002
789,Patel Chest Chai Wala,4dbd706093a08f9274d4ff33,Tea Room,28.69201349889419,77.20814917163693,Kamla Nagar,28.683770000000006,77.20163000000002
790,Shagun Restaurant,50bafe76e4b071a4bb2e1af7,Chinese Restaurant,28.69346069082547,77.20478040848754,Kamla Nagar,28.683770000000006,77.20163000000002
791,Domino's Pizza,4bfa31284a67c928d9f227cf,Pizza Place,28.704,77.19,Kamla Nagar,28.683770000000006,77.20163000000002
792,McDonald's,4c9117b8ae45224b14f1e497,Fast Food Restaurant,28.70563888314002,77.19014763530008,Kamla Nagar,28.683770000000006,77.20163000000002
793,Jolly Creations Designer Boutique,4fe1cd59e4b00017d7fcbd78,Boutique,28.662689090022976,77.2262995390695,Kashmiri Gate,28.66396,77.23521
794,Red Fort | Lal Qila | लाल क़िला | لال قلعہ (Red Fort (Lal Qila)),4bf214b83506ef3b1d7abd22,Monument / Landmark,28.655758930875194,77.2419548034668,Kashmiri Gate,28.66396,77.23521
795,Haveli Dharampura,56d96bfc498e2749a4ae6bf6,Hotel,28.65324701401681,77.232309176437,Kashmiri Gate,28.66396,77.23521
796,Spice Market,5280a63211d26b82c4ba65c7,Food & Drink Shop,28.65728706392764,77.22259509232056,Kashmiri Gate,28.66396,77.23521
797,Red Fort Archaeological Museum | लाल किला पुरातत्व संग्रहालय (Red Fort Archaeological Museum),4dc41ce363654a6cdcb4a49e,Museum,28.655964042955148,77.23765543361783,Kashmiri Gate,28.66396,77.23521
798,Karim's | करीम | کریم (Karim's),4b42e3c7f964a520b5da25e3,Indian Restaurant,28.64949759295152,77.2336908547362,Kashmiri Gate,28.66396,77.23521
799,Kake Di Hatti | काके दी हट्टी,4d9d759348b6224b70c2249f,Indian Restaurant,28.658049584701654,77.2233770564683,Kashmiri Gate,28.66396,77.23521
800,Jalebi Wala | जलेबी वाला,4c936b05fc9a224ba453faf1,Dessert Shop,28.656177651209596,77.23352648405536,Kashmiri Gate,28.66396,77.23521
801,Amritsari Lassi Wala,5662936e498e19a9801a663f,Snack Place,28.657325231761117,77.22413825891215,Kashmiri Gate,28.66396,77.23521
802,Chandni Chowk | चाँदनी चौक (Chandni Chowk),4d2d55682afa59412f1c1bb3,Market,28.656076323925312,77.23073986324933,Kashmiri Gate,28.66396,77.23521
803,Jama Masjid  |जामा मस्जिद | جامع مسجد (Jama Masjid),4b529b68f964a520b48327e3,Mosque,28.650135601332995,77.23354094263017,Kashmiri Gate,28.66396,77.23521
804,Giani's Di Hatti Rabri Faluda,521dfe4411d243e1cfe68a0e,Dessert Shop,28.657888576966172,77.22329632154401,Kashmiri Gate,28.66396,77.23521
805,Changezi Chicken,4e4fdefdd4c0b6da5d83cb6d,Indian Restaurant,28.64375143292846,77.24048581691957,Kashmiri Gate,28.66396,77.23521
806,bloomrooms @ New Delhi Railway Station,518ddbdf498eab246c509547,Hotel,28.64553655967833,77.21770059555993,Kashmiri Gate,28.66396,77.23521
807,Haldiram's,4bd3bd8a77b29c748da49182,Snack Place,28.656288944079645,77.23170543090595,Kashmiri Gate,28.66396,77.23521
808,Al Jawahar | अल जवाहर | امام جواہر,4c8b643a2e3337042c75cc41,Indian Restaurant,28.649608846249652,77.23355530889293,Kashmiri Gate,28.66396,77.23521
809,McDonald's,51eaa20f498e80fbae1b7d0c,Fast Food Restaurant,28.661166313684927,77.22759628817572,Kashmiri Gate,28.66396,77.23521
810,Nai Sarak | नई सड़क,4e24380bc65b2b5e35620a2e,Paper / Office Supplies Store,28.65283927807197,77.22870777607294,Kashmiri Gate,28.66396,77.23521
811,Chawri Bazaar | चावड़ी बाजार,4c17720230d30f472c7836a9,Hardware Store,28.649770989776663,77.22736358642578,Kashmiri Gate,28.66396,77.23521
812,Parathe Wali Gali | पराँठे वाली गली,5021f6d2e4b052a447575208,Market,28.65609952896119,77.2304785201278,Kashmiri Gate,28.66396,77.23521
813,Parawthe Wale,4c93306a1221b1f74be217e2,Indian Restaurant,28.65603318700734,77.23050001546382,Kashmiri Gate,28.66396,77.23521
814,The Indian Grill Restaurant,537dcc4b498ec171ba24b0d0,Restaurant,28.646140825017163,77.21513343500447,Kashmiri Gate,28.66396,77.23521
815,Aslam Chicken Corner,4e3ec260d4c058f9dc165e1b,Indian Restaurant,28.648283325082538,77.23364759564103,Kashmiri Gate,28.66396,77.23521
816,Moti Mahal,4be8453488ed2d7fb1a9cb1d,Indian Restaurant,28.646522533312474,77.24014482739257,Kashmiri Gate,28.66396,77.23521
817,Babu Ram Paranthe Wale,4efee7926c25c5ce80687528,Indian Restaurant,28.655820126621173,77.23044812679291,Kashmiri Gate,28.66396,77.23521
818,Domino's Pizza,4eba7f3946906fa35796b682,Pizza Place,28.668,77.228,Kashmiri Gate,28.66396,77.23521
819,Giani Kulfi,4c813ee547cc224bd9617a9f,Dessert Shop,28.657846916335412,77.22323113685417,Kashmiri Gate,28.66396,77.23521
820,Hotel Broadway New Delhi,4bd1014f20cd996021a02e9e,Hotel,28.641057534471244,77.23790802388555,Kashmiri Gate,28.66396,77.23521
821,Kinari Bazaar | किनारी बाजार,4e6628bbfa76cd64cfca0702,Flea Market,28.6548009358371,77.23301890281758,Kashmiri Gate,28.66396,77.23521
822,The Prime Balaji Deluxe @ New Delhi Railway Station,54f84ede498eae1662c04df0,Hotel,28.645246634338402,77.21743343727594,Kashmiri Gate,28.66396,77.23521
823,Feroz Shah Kotla Stadium | फिरोज शाह कोटला स्टेडियम,4ba351c6f964a520043538e3,Cricket Ground,28.637907077952665,77.24186897277832,Kashmiri Gate,28.66396,77.23521
824,moets,4cd6d9d276ab721ed31b756a,Chinese Restaurant,28.678014772437493,77.2247389303534,Kashmiri Gate,28.66396,77.23521
825,Maidens Hotel,4bfed5b84e5d0f47f73b7d1f,Hotel,28.67437701477759,77.22645211830836,Kashmiri Gate,28.66396,77.23521
826,National Gandhi Museum,4f2eb66ca17c76cf58032479,History Museum,28.638918583581898,77.24592643864518,Kashmiri Gate,28.66396,77.23521
827,McDonald's,4da5398243a17958be9ff196,Fast Food Restaurant,28.66128895525179,77.22716404005617,Kashmiri Gate,28.66396,77.23521
828,McDonald's,545503ad498e75ddfe4728c3,Fast Food Restaurant,28.64493401837252,77.21398813391185,Kashmiri Gate,28.66396,77.23521
829,Hotel Amax,4b853e9bf964a520915231e3,Hotel,28.646791218889298,77.21329464744466,Kashmiri Gate,28.66396,77.23521
830,Stops Hostel Delhi,5580fa66498e758a749374d8,Hostel,28.640796944408404,77.23896570534309,Kashmiri Gate,28.66396,77.23521
831,Hotel City Star,51198536e4b0030c5d402d73,Hotel,28.64466061517661,77.21487207885538,Kashmiri Gate,28.66396,77.23521
832,Zostel Delhi,54625734498e6f99836187bb,Hostel,28.64558973661711,77.21737338142562,Kashmiri Gate,28.66396,77.23521
833,"Ansari Road, Daryaganj",4d74a6fbd6f06dcbac171808,Road,28.6422581036937,77.24153403785718,Kashmiri Gate,28.66396,77.23521
834,Natraj | नटराज,4e4fb253d22daf51d278ccb2,Snack Place,28.656357336560394,77.23058723790143,Kashmiri Gate,28.66396,77.23521
835,McDonald's,4d6776a78f70a0935c0b1335,Fast Food Restaurant,28.656161882924813,77.23420838244962,Kashmiri Gate,28.66396,77.23521
836,Sadar Bazar | सदर बाजार,4bc965de3740b7138ec05e65,Miscellaneous Shop,28.657674771976044,77.21794611266628,Kashmiri Gate,28.66396,77.23521
837,Hotel Godwin Deluxe New Delhi,4be18cdd8dd062b541533e3c,Motel,28.64596590170701,77.21525414008858,Kashmiri Gate,28.66396,77.23521
838,Hotel Grand Godwin,5155121de4b0cc3da77d4d6c,Hotel,28.64590912257855,77.21533022876963,Kashmiri Gate,28.66396,77.23521
839,Pt. Gaya Prasad Shiv Charan Paranthewale | पंडित गया प्रसाद शिव चरण परांठे वाले,4c447da1f97fbe9a8738bb30,Indian Restaurant,28.656027192178698,77.23043753835134,Kashmiri Gate,28.66396,77.23521
840,Delite Cinemas,4cf1393494feb1f775f615ba,Movie Theater,28.641347246855624,77.23593391933304,Kashmiri Gate,28.66396,77.23521
841,Bhaja Govindam,4de12f8e8877aab7fe5d48e4,Indian Restaurant,28.641258001072153,77.23601077708814,Kashmiri Gate,28.66396,77.23521
842,KFC,4f2a7e6be4b0b052a3f83532,Fast Food Restaurant,28.644982021197148,77.22350390164345,Kashmiri Gate,28.66396,77.23521
843,cafe coffee day,4c6ac91ccff295218f0e295e,Coffee Shop,28.59718565037698,77.13248056056317,Kotwali,28.598540000000003,77.12691
844,Gopinath Bazaar,4bdee14089ca76b065a35d5e,Shopping Mall,28.596729219080107,77.13383451490998,Kotwali,28.598540000000003,77.12691
845,Cafe Coffee Day,4ef950770aafbcb31e10bd09,Café,28.60175560174667,77.13462103735854,Kotwali,28.598540000000003,77.12691
846,Timberland,4de5e488152087da7e6e3cac,Shoe Store,28.593037741487013,77.11460243067364,Kotwali,28.598540000000003,77.12691
847,Aggarwal Restuarant,4d7f385a6174a35df64b9603,Indian Restaurant,28.608994097483368,77.1022963208786,Kotwali,28.598540000000003,77.12691
848,Spice Market,5280a63211d26b82c4ba65c7,Food & Drink Shop,28.65728706392764,77.22259509232056,Lahori Gate,28.65614,77.22052
849,Kake Di Hatti | काके दी हट्टी,4d9d759348b6224b70c2249f,Indian Restaurant,28.658049584701654,77.2233770564683,Lahori Gate,28.65614,77.22052
850,Amritsari Lassi Wala,5662936e498e19a9801a663f,Snack Place,28.657325231761117,77.22413825891215,Lahori Gate,28.65614,77.22052
851,Jolly Creations Designer Boutique,4fe1cd59e4b00017d7fcbd78,Boutique,28.662689090022976,77.2262995390695,Lahori Gate,28.65614,77.22052
852,Giani's Di Hatti Rabri Faluda,521dfe4411d243e1cfe68a0e,Dessert Shop,28.657888576966172,77.22329632154401,Lahori Gate,28.65614,77.22052
853,Haveli Dharampura,56d96bfc498e2749a4ae6bf6,Hotel,28.65324701401681,77.232309176437,Lahori Gate,28.65614,77.22052
854,bloomrooms @ New Delhi Railway Station,518ddbdf498eab246c509547,Hotel,28.64553655967833,77.21770059555993,Lahori Gate,28.65614,77.22052
855,Karim's | करीम | کریم (Karim's),4b42e3c7f964a520b5da25e3,Indian Restaurant,28.64949759295152,77.2336908547362,Lahori Gate,28.65614,77.22052
856,Jama Masjid  |जामा मस्जिद | جامع مسجد (Jama Masjid),4b529b68f964a520b48327e3,Mosque,28.650135601332995,77.23354094263017,Lahori Gate,28.65614,77.22052
857,Chandni Chowk | चाँदनी चौक (Chandni Chowk),4d2d55682afa59412f1c1bb3,Market,28.656076323925312,77.23073986324933,Lahori Gate,28.65614,77.22052
858,Naturals Ice Cream,54783eab498e910f8bd1781d,Ice Cream Shop,28.634455305513185,77.22213885818994,Lahori Gate,28.65614,77.22052
859,Sagar Ratna,4cb876d7f50e224bd2d6e6fb,Indian Restaurant,28.635487253836967,77.22064969494076,Lahori Gate,28.65614,77.22052
860,Red Fort | Lal Qila | लाल क़िला | لال قلعہ (Red Fort (Lal Qila)),4bf214b83506ef3b1d7abd22,Monument / Landmark,28.655758930875194,77.2419548034668,Lahori Gate,28.65614,77.22052
861,The Indian Grill Restaurant,537dcc4b498ec171ba24b0d0,Restaurant,28.646140825017163,77.21513343500447,Lahori Gate,28.65614,77.22052
862,The Drunkyard Cafe,5654478f498e405c3e4e0d6a,Tibetan Restaurant,28.641451,77.215506,Lahori Gate,28.65614,77.22052
863,Jalebi Wala | जलेबी वाला,4c936b05fc9a224ba453faf1,Dessert Shop,28.656177651209596,77.23352648405536,Lahori Gate,28.65614,77.22052
864,Connaught Place | कनॉट प्लेस (Connaught Place),4b489b54f964a520595026e3,Plaza,28.6327309443951,77.22001768275413,Lahori Gate,28.65614,77.22052
865,Red Fort Archaeological Museum | लाल किला पुरातत्व संग्रहालय (Red Fort Archaeological Museum),4dc41ce363654a6cdcb4a49e,Museum,28.655964042955148,77.23765543361783,Lahori Gate,28.65614,77.22052
866,Wenger's,4e4e44902271a1bdc3ccee8d,Bakery,28.633411895746676,77.21829192902194,Lahori Gate,28.65614,77.22052
867,Khan Chacha | खान चाचा | خان چاچا,4f0f00a7e4b07eb2379b1e1d,Indian Restaurant,28.634202294199614,77.22077980678422,Lahori Gate,28.65614,77.22052
868,Nizam's Kathi Kabab | निजा़म काठी कबाब,4bf107ab24f020a1e0a8684f,Indian Restaurant,28.634857957123064,77.21946245007211,Lahori Gate,28.65614,77.22052
869,HOTEL SARAVANA BHAVAN,519ba450498eb0c559152d94,South Indian Restaurant,28.632319466435003,77.21644531748599,Lahori Gate,28.65614,77.22052
870,Odeon Social,569b32b5498ef7c4152b45fb,Café,28.634414197963707,77.22093550978948,Lahori Gate,28.65614,77.22052
871,Starbucks,5113713fe4b09f5a3d6a7590,Coffee Shop,28.632010831148985,77.21773135560126,Lahori Gate,28.65614,77.22052
872,Tadka,4ea6658893ad76dfdb5f6463,Indian Restaurant,28.640501116044682,77.21320775083299,Lahori Gate,28.65614,77.22052
873,Jain Chawal Wale,4d655003823ca35d7f1cfe88,Food Truck,28.631328358375647,77.21617205630533,Lahori Gate,28.65614,77.22052
874,Route 04,4e1d611e45ddc696bb391c3b,Bar,28.63488981038038,77.22022508672842,Lahori Gate,28.65614,77.22052
875,Chaayos,56adb1f8498e9db1d6bb16ed,Café,28.631628538643216,77.22036426182864,Lahori Gate,28.65614,77.22052
876,Farzi Cafe,568feb91498edb833d755933,Molecular Gastronomy Restaurant,28.632580798842707,77.22112484247755,Lahori Gate,28.65614,77.22052
877,Changezi Chicken,4e4fdefdd4c0b6da5d83cb6d,Indian Restaurant,28.64375143292846,77.24048581691957,Lahori Gate,28.65614,77.22052
878,Wenger's Deli,517cfc0de4b0a366cd2ba325,Deli / Bodega,28.633657990718326,77.21813923616,Lahori Gate,28.65614,77.22052
879,Roshan Di Kulfi | रोशन दी क़ुल्फ़ी,4b58ae7bf964a520686528e3,Snack Place,28.650427914139385,77.192390835694,Lahori Gate,28.65614,77.22052
880,Fabindia,4e2ab5758877b69d49d7c525,Clothing Store,28.63201193420627,77.21772910740421,Lahori Gate,28.65614,77.22052
881,Unplugged,56855ebb498e9cd5638f6f51,Lounge,28.63434534341854,77.22139870930441,Lahori Gate,28.65614,77.22052
882,Warehouse Cafe,526e73e111d2f45c089e4738,Lounge,28.633775293123456,77.22101540430111,Lahori Gate,28.65614,77.22052
883,Rajdhani Thali,4cbb2592dd41a35df95eeca0,Indian Restaurant,28.62999946326596,77.2204011327264,Lahori Gate,28.65614,77.22052
884,Warehouse Cafe,517018aae4b068bd5f589772,Café,28.63372638697029,77.22102407638606,Lahori Gate,28.65614,77.22052
885,Berco's,4b5c78e9f964a5206f3129e3,Chinese Restaurant,28.63240704948879,77.2173230839724,Lahori Gate,28.65614,77.22052
886,Pind Balluchi,4c359b0f7cc0c9b6ca33f59a,North Indian Restaurant,28.630318339248806,77.21760032761195,Lahori Gate,28.65614,77.22052
887,United Coffee House,4b59921bf964a520fe8c28e3,Indian Restaurant,28.63247672337289,77.2211199789975,Lahori Gate,28.65614,77.22052
888,Johnny Rockets,571a5505498ef32d7975392f,Bistro,28.630457,77.219594,Lahori Gate,28.65614,77.22052
889,Tamasha,56c6e01ccd10173283f8534e,Gastropub,28.629663327072745,77.22183483476593,Lahori Gate,28.65614,77.22052
890,Nando's,546c88c6498eda3fbfdaac96,Portuguese Restaurant,28.630946673402416,77.21972076414269,Lahori Gate,28.65614,77.22052
891,Chew,52e226ef498e7591ee3213db,Asian Restaurant,28.632001527203066,77.22270642208512,Lahori Gate,28.65614,77.22052
892,Lord of the drinks,55f2dd66498efc7fa678c986,Bar,28.631747627958458,77.2168956566553,Lahori Gate,28.65614,77.22052
893,The Embassy,4ddfb10aae60c015c09c17bc,Bar,28.633590069941445,77.22122128391564,Lahori Gate,28.65614,77.22052
894,Barbeque Nation,51338004e4b099a3a7233bdc,BBQ Joint,28.63025338767433,77.22098501777461,Lahori Gate,28.65614,77.22052
895,The Lalit Hotel,4bb46ce087aa95219724add1,Hotel,28.631110184579857,77.22744966490554,Lahori Gate,28.65614,77.22052
896,Feroz Shah Kotla Stadium | फिरोज शाह कोटला स्टेडियम,4ba351c6f964a520043538e3,Cricket Ground,28.637907077952665,77.24186897277832,Lahori Gate,28.65614,77.22052
897,Ganesh restaurant,4ed642319adf509595e70bf4,BBQ Joint,28.648379412159837,77.19282614060553,Lahori Gate,28.65614,77.22052
898,Big Yellow Door,513a1684e4b0581da224735e,Café,28.693244735370346,77.20494771461874,Nehru Vihar,28.71143,77.22253
899,Tee Dee,4e3bc73e18a83d5b282c5b4e,Tibetan Restaurant,28.702127529876222,77.22829237273004,Nehru Vihar,28.71143,77.22253
900,Ama café,52fb4ca511d23b540d07ccae,Café,28.70256769415691,77.22826561884645,Nehru Vihar,28.71143,77.22253
901,Woodbox Cafe,521de13f11d233636ec81a8d,Café,28.69433449394833,77.20481057363072,Nehru Vihar,28.71143,77.22253
902,Rico's,51fd2459498e1d0d6b443250,Fast Food Restaurant,28.694766392301215,77.20414858461864,Nehru Vihar,28.71143,77.22253
903,QD's New,506c5184e4b0101524143713,Chinese Restaurant,28.695156012831536,77.20408093484266,Nehru Vihar,28.71143,77.22253
904,Domino's Pizza,4efc86c302d5a2b50ee7a9ed,Pizza Place,28.698,77.21,Nehru Vihar,28.71143,77.22253
905,cafe coffee day,4c6d2faf1585ef3b5264099e,Coffee Shop,28.70048819308643,77.2080945968628,Nehru Vihar,28.71143,77.22253
906,Pizza Hut,4e0f476a1f6e9964ea2b45c6,Pizza Place,28.699932838104072,77.19741371246307,Nehru Vihar,28.71143,77.22253
907,Café Coffee Day,4c84a0abee6fef3b4f04375c,Coffee Shop,28.69480155305774,77.20410744643709,Nehru Vihar,28.71143,77.22253
908,Hot-Pot,4be5440abcef2d7fb89a03e5,Food Truck,28.702269485589042,77.19757654834768,Nehru Vihar,28.71143,77.22253
909,Asian Kitchen,51d6b3b2498e9639655f2d36,Asian Restaurant,28.703136936912287,77.22844955254521,Nehru Vihar,28.71143,77.22253
910,Rigo Coffee House,538893bf498e63a9b042d5a3,Coffee Shop,28.702815,77.228376,Nehru Vihar,28.71143,77.22253
911,Ama Delux Restaurant,50d2d261e4b0076d73c0d6e5,Asian Restaurant,28.702375675459155,77.22878075218492,Nehru Vihar,28.71143,77.22253
912,tara house guesthouse,4de9c68345dd3993a87ae24c,Hotel,28.702378653797528,77.22887056887619,Nehru Vihar,28.71143,77.22253
913,Riggo Restaurant,51fe10bf498ee797851d5fa8,Asian Restaurant,28.70188253704071,77.22824746417297,Nehru Vihar,28.71143,77.22253
914,The Burger Club,57e3ad1b498e4722038984a7,Burger Joint,28.698616,77.20555,Nehru Vihar,28.71143,77.22253
915,Patel Chest Chai Wala,4dbd706093a08f9274d4ff33,Tea Room,28.69201349889419,77.20814917163693,Nehru Vihar,28.71143,77.22253
916,Shagun Restaurant,50bafe76e4b071a4bb2e1af7,Chinese Restaurant,28.69346069082547,77.20478040848754,Nehru Vihar,28.71143,77.22253
917,Model Town Lake | मॉडल टाउन झील,4c8e5543d2aea093eb82cd69,Lake,28.706890327745104,77.19394357042509,Nehru Vihar,28.71143,77.22253
918,Bille Di Hatti | बिल्ले दी हट्टी,4cd75bdc7da9a35d45a8f4b9,Breakfast Spot,28.681587650228284,77.20171940298643,Pratap Nagar,28.66977,77.19575
919,Shakti Nagar,4c080889009a0f472676e5bf,Playground,28.68210305063585,77.19670621602154,Pratap Nagar,28.66977,77.19575
920,Mad Over Donuts,4ef582ac02d5abdcb9d76a75,Donut Shop,28.680756979848095,77.20388888228172,Pratap Nagar,28.66977,77.19575
921,Roshan Di Kulfi | रोशन दी क़ुल्फ़ी,4b58ae7bf964a520686528e3,Snack Place,28.650427914139385,77.192390835694,Pratap Nagar,28.66977,77.19575
922,Big Yellow Door,513a1684e4b0581da224735e,Café,28.693244735370346,77.20494771461874,Pratap Nagar,28.66977,77.19575
923,Starbucks | स्टारबक्स,53342c4b498e8f3f0b050f24,Coffee Shop,28.680849982842012,77.20391012907784,Pratap Nagar,28.66977,77.19575
924,Woodbox Cafe,521de13f11d233636ec81a8d,Café,28.69433449394833,77.20481057363072,Pratap Nagar,28.66977,77.19575
925,Kamla Nagar Market,4bbf1e8bf353d13a0a0d7e10,Miscellaneous Shop,28.684488757456002,77.2029447555542,Pratap Nagar,28.66977,77.19575
926,Spice Market,5280a63211d26b82c4ba65c7,Food & Drink Shop,28.65728706392764,77.22259509232056,Pratap Nagar,28.66977,77.19575
927,Gopal Sweets,50950420e4b079e22fb310bf,Breakfast Spot,28.682659955224068,77.19966531984826,Pratap Nagar,28.66977,77.19575
928,Raviraj Ki Kulfi,4e7b369445dd40a076fbf7b4,Dessert Shop,28.649358842223478,77.19021501982319,Pratap Nagar,28.66977,77.19575
929,Kake Di Hatti | काके दी हट्टी,4d9d759348b6224b70c2249f,Indian Restaurant,28.658049584701654,77.2233770564683,Pratap Nagar,28.66977,77.19575
930,Rico's,51fd2459498e1d0d6b443250,Fast Food Restaurant,28.694766392301215,77.20414858461864,Pratap Nagar,28.66977,77.19575
931,McDonald's,4fa7cdfee4b00f7196cdeb4a,Fast Food Restaurant,28.648102486132608,77.19053921453036,Pratap Nagar,28.66977,77.19575
932,QD's New,506c5184e4b0101524143713,Chinese Restaurant,28.695156012831536,77.20408093484266,Pratap Nagar,28.66977,77.19575
933,Mr. Crust Bakers,525bc14011d240f3ac12368b,Bakery,28.690893362293718,77.2015350760009,Pratap Nagar,28.66977,77.19575
934,Karim's,4ff9a5d4e4b01ead03348309,Indian Restaurant,28.6445691137323,77.19138782759582,Pratap Nagar,28.66977,77.19575
935,Giani's Di Hatti Rabri Faluda,521dfe4411d243e1cfe68a0e,Dessert Shop,28.657888576966172,77.22329632154401,Pratap Nagar,28.66977,77.19575
936,Chache Di Hatti | चाचे दी हट्टी,4e0ec91c7d8bb178a8aca85b,Indian Restaurant,28.68222280150934,77.20586403776046,Pratap Nagar,28.66977,77.19575
937,Chicago Pizza,516114bc16482a49f32b9167,Pizza Place,28.681589774555057,77.20320224761963,Pratap Nagar,28.66977,77.19575
938,Changhezi,4e7611592271ffa4e7350814,Indian Restaurant,28.65534550356458,77.20046500101152,Pratap Nagar,28.66977,77.19575
939,Ganesh restaurant,4ed642319adf509595e70bf4,BBQ Joint,28.648379412159837,77.19282614060553,Pratap Nagar,28.66977,77.19575
940,24SEVEN,4f4acef5e4b0eddb5396c7e1,Grocery Store,28.67873199478196,77.20803734910325,Pratap Nagar,28.66977,77.19575
941,QD's,4cf6222655e137044284cab6,Dumpling Restaurant,28.6815524356186,77.20708240701326,Pratap Nagar,28.66977,77.19575
942,Suruchi Restaurant,4eb5129930f8d0f18c2c8910,Indian Restaurant,28.647168462765503,77.18869324334683,Pratap Nagar,28.66977,77.19575
943,Dunkin Donuts,5460e19d498ec40d671a30a6,Donut Shop,28.680001703973897,77.20836252340777,Pratap Nagar,28.66977,77.19575
944,Bikanerwala,4ba5a90ff964a5201f1a39e3,Food & Drink Shop,28.648095699354407,77.19277902128863,Pratap Nagar,28.66977,77.19575
945,McDonald's,512c94dae4b051b7dd1a98c3,Fast Food Restaurant,28.681040179896716,77.20772246694133,Pratap Nagar,28.66977,77.19575
946,Domino's Pizza,4c0134719a950f47bcb408c6,Pizza Place,28.679,77.208,Pratap Nagar,28.66977,77.19575
947,Punjab Sweet Corner,4d0c5ff41f6bf04d9f447731,Indian Restaurant,28.64658697934928,77.18942718002204,Pratap Nagar,28.66977,77.19575
948,Pizza hut,4db29b61a86e58921bf93498,Pizza Place,28.67381480668154,77.17839182838226,Pratap Nagar,28.66977,77.19575
949,cafe coffee day,4c6a83a1cff29521e778265e,Coffee Shop,28.655796589800016,77.19607830047607,Pratap Nagar,28.66977,77.19575
950,Taj Princess Hotel,531f125611d217c59760e6f2,Hotel,28.64595642012375,77.18859778070309,Pratap Nagar,28.66977,77.19575
951,cafe coffee day,4c6a164d96f176b0b97faf36,Coffee Shop,28.68219216721737,77.20502614974976,Pratap Nagar,28.66977,77.19575
952,Pizza Hut Karol Bagh,4c7fcd532042b1f76ef1c3ad,Pizza Place,28.647823236196174,77.19128755166142,Pratap Nagar,28.66977,77.19575
953,Giani Kulfi,4c813ee547cc224bd9617a9f,Dessert Shop,28.657846916335412,77.22323113685417,Pratap Nagar,28.66977,77.19575
954,McDonald's,4c8ce56bb37395215b300cc0,Fast Food Restaurant,28.681048464112823,77.20772246694133,Pratap Nagar,28.66977,77.19575
955,KFC,4dd362992271d21ebd3bcda4,Fast Food Restaurant,28.64803256525285,77.19108539980544,Pratap Nagar,28.66977,77.19575
956,moets,4cd6d9d276ab721ed31b756a,Chinese Restaurant,28.678014772437493,77.2247389303534,Pratap Nagar,28.66977,77.19575
957,Bercos,4e9af75fbe7bc875aab134c5,Chinese Restaurant,28.680839798956594,77.20797528620804,Pratap Nagar,28.66977,77.19575
958,McDonald's,4c8b67c81eafb1f74a3b8335,Fast Food Restaurant,28.648172534962857,77.19061493150241,Pratap Nagar,28.66977,77.19575
959,Cafe Coffee Day,4c6cd0cc1585ef3bd171079e,Coffee Shop,28.644371925934724,77.18858093434622,Pratap Nagar,28.66977,77.19575
960,Art Of Spices,4dc1817bd4c07bbdf776b172,Snack Place,28.64359753300465,77.19051236773942,Pratap Nagar,28.66977,77.19575
961,McDonald's,4dc7997d81303adecbb7699d,Fast Food Restaurant,28.67333845055607,77.16998671442789,Pratap Nagar,28.66977,77.19575
962,Shake Square,4f8e706ee4b084124a8276e2,Café,28.681605724165333,77.2072396150087,Pratap Nagar,28.66977,77.19575
963,24 *7 kamla nagar,4fd6495ae4b078418acc28d8,Department Store,28.69445528714123,77.19534736180339,Pratap Nagar,28.66977,77.19575
964,Momo's Point,4edc8d97b8f7fcd042d317c7,Chinese Restaurant,28.681478582954096,77.20706679573026,Pratap Nagar,28.66977,77.19575
965,Cafe' Coffee Day,4cd3d6b34944721e43a8eea6,Coffee Shop,28.647062925349157,77.18960855773713,Pratap Nagar,28.66977,77.19575
966,Aroma Spice,4f2d51b9e4b050b64900e73f,Restaurant,28.64690019749735,77.18900209255025,Pratap Nagar,28.66977,77.19575
967,Café Coffee Day,4c84a0abee6fef3b4f04375c,Coffee Shop,28.69480155305774,77.20410744643709,Pratap Nagar,28.66977,77.19575
968,Spice Market,5280a63211d26b82c4ba65c7,Food & Drink Shop,28.65728706392764,77.22259509232056,Pul Bangash,28.66465,77.2081
969,Jolly Creations Designer Boutique,4fe1cd59e4b00017d7fcbd78,Boutique,28.662689090022976,77.2262995390695,Pul Bangash,28.66465,77.2081
